order_id,order_status,shipment_date,delivery_date,return_date,return_status
US-26ed6805,Returned,2021-06-21,2020-08-05,2023-06-24,Returned
US-d832d29e,In Transit,2024-01-14,2021-01-27,,Returned
AU-936a3387,In Transit,2020-05-28,2023-09-11,2021-11-12,Returned
CA-34598428,Returned,2022-11-22,2021-12-22,,Returned
CA-debad0b6,Returned,2022-09-03,2024-04-21,,Returned
CA-c676e6fe,Returned,2021-09-13,2020-06-01,,Not Returned
UK-6db4948a,Shipped,2020-01-15,2021-09-21,,Returned
UK-fa488448,Returned,2025-02-18,2020-02-18,2020-01-16,Returned
UK-0aea6fde,Shipped,2021-09-26,2022-12-01,,Not Returned
UK-9128e6c2,Returned,2020-04-14,2022-09-10,,Not Returned
UK-efaa1813,In Transit,2020-04-03,2023-09-26,,Returned
UK-83fddb03,Shipped,2025-03-11,2022-12-03,2020-09-24,Not Returned
CA-ccfa028e,Delivered,2020-09-03,2025-01-05,,Not Returned
CA-1da3cb65,Shipped,2024-05-04,2021-11-16,,Not Returned
IN-ffccefe0,Shipped,2024-12-02,2020-09-08,,Not Returned
IN-205af382,Shipped,2022-07-03,2020-06-23,,Returned
IN-45c9f959,In Transit,2021-07-13,2021-02-09,,Not Returned
IN-d846d361,In Transit,2025-02-06,2021-03-02,2024-11-28,Returned
IN-8127608a,Returned,2024-08-08,2023-02-19,,Returned
CA-d50e6693,Delivered,2020-12-27,2024-10-20,,Returned
IN-46786876,In Transit,2024-10-11,2025-02-26,,Not Returned
IN-b63961d9,In Transit,2023-07-11,2022-08-21,,Not Returned
IN-3189e30a,Shipped,2023-06-15,2020-02-27,2021-12-18,Not Returned
CA-0f513469,Returned,2021-04-14,2020-04-07,,Returned
CA-4cd72b4c,Returned,2020-04-20,2024-10-25,,Not Returned
US-79194ae7,Delivered,2021-11-05,2022-10-08,,Returned
UK-73e825c2,Delivered,2022-08-31,2022-02-23,,Returned
UK-4ca77a36,Returned,2023-02-13,2024-04-11,,Returned
UK-26afc1ec,Delivered,2022-01-07,2020-10-29,,Not Returned
AU-a8d15356,Shipped,2020-02-08,2021-03-20,,Returned
AU-d9cb76c1,In Transit,2023-06-30,2020-11-03,,Returned
AU-c6fb00a4,In Transit,2024-06-25,2022-02-22,,Returned
AU-fafc14f5,In Transit,2020-10-01,2021-11-02,,Returned
AU-425e6d2e,Shipped,2022-08-26,2024-01-22,,Not Returned
AU-1f680e47,Delivered,2023-10-07,2024-05-13,,Returned
AU-88f5e8c1,Returned,2024-10-30,2022-09-24,,Not Returned
UK-533f89a6,Delivered,2021-06-04,2020-12-24,,Returned
UK-7950a40f,In Transit,2023-03-06,2023-01-08,2024-12-02,Not Returned
IN-4665b6f5,Returned,2022-01-05,2021-03-04,2021-05-01,Returned
IN-e3a14a27,Returned,2024-01-03,2023-11-01,,Not Returned
IN-077ad348,Shipped,2023-03-17,2021-09-23,2023-03-15,Returned
UK-2d39e47b,In Transit,2021-12-18,2022-10-01,,Not Returned
UK-23d9b8cd,Shipped,2022-03-30,2023-03-05,2022-08-26,Returned
UK-eaac22a0,In Transit,2020-11-10,2022-06-12,,Not Returned
US-a3319d9d,In Transit,2024-05-27,2024-02-06,2023-03-13,Returned
UK-7b0076e8,Shipped,2021-05-21,2023-07-19,,Not Returned
UK-5fa5e336,Shipped,2022-05-02,2020-06-24,,Returned
UK-8b3bc6bf,Shipped,2023-09-16,2023-11-20,,Returned
UK-8dd0671b,Delivered,2023-03-03,2022-04-26,,Returned
AU-2ccefe78,Delivered,2024-04-12,2021-06-05,,Not Returned
AU-79cceefb,Returned,2024-05-20,2021-10-29,2021-06-12,Returned
UK-1f3fddde,Shipped,2020-01-25,2023-02-24,2020-03-05,Not Returned
UK-55824653,Delivered,2023-11-12,2022-12-31,,Not Returned
US-f638f2a1,Delivered,2024-02-24,2023-11-09,,Returned
US-dad81dfc,Delivered,2020-04-13,2022-06-03,,Not Returned
US-0c669e14,In Transit,2020-05-04,2021-06-15,,Not Returned
US-8f8ed7cf,Returned,2021-04-21,2024-01-17,,Not Returned
US-91d4364d,Delivered,2024-09-25,2021-11-04,,Not Returned
US-d2e49bc2,Shipped,2024-01-05,2024-06-08,,Not Returned
IN-4e8f5718,Shipped,2020-08-26,2021-11-27,,Not Returned
IN-ea72eb77,Returned,2024-06-11,2022-08-21,,Not Returned
AU-070ee3f4,Returned,2024-12-20,2023-01-16,2021-05-10,Not Returned
AU-e2924408,Shipped,2023-10-16,2020-12-17,,Returned
US-0f03ee7c,Returned,2022-04-04,2024-01-03,,Not Returned
US-82e38280,Shipped,2023-12-08,2021-05-07,2024-07-25,Returned
UK-5df64e5e,Shipped,2022-08-03,2021-03-23,,Not Returned
UK-6aa4aaf9,Delivered,2022-11-12,2022-08-05,2021-05-03,Returned
CA-c379d6db,Delivered,2023-04-17,2021-10-08,,Not Returned
CA-053540fd,Returned,2022-05-05,2023-09-29,,Returned
CA-c2ceaf21,Returned,2021-07-20,2024-10-12,,Returned
UK-d0cacb30,Delivered,2021-05-25,2024-01-18,,Not Returned
UK-212418f2,Delivered,2023-03-04,2021-11-18,,Not Returned
UK-209e3c6e,Returned,2020-11-26,2020-02-17,,Returned
UK-4fb7bafa,Returned,2023-01-18,2024-02-12,,Returned
UK-6b611b87,Shipped,2025-01-29,2022-04-11,,Returned
IN-5c96472b,Shipped,2022-03-03,2021-04-17,,Not Returned
IN-34c875fe,Returned,2022-11-09,2024-05-05,,Returned
US-ce180520,Delivered,2020-03-08,2024-12-10,,Not Returned
US-acfc9ce3,Shipped,2023-04-18,2024-02-26,,Not Returned
US-e6e8532d,Returned,2023-03-30,2024-10-14,2020-12-24,Returned
US-6e705ae8,Delivered,2024-07-24,2022-08-28,2024-05-17,Returned
UK-c40d6f56,Delivered,2020-04-26,2024-02-28,,Not Returned
UK-a0fb57b3,Delivered,2024-07-04,2025-01-15,2022-04-02,Returned
UK-752a8404,Returned,2020-11-02,2023-04-13,,Not Returned
UK-4e713c65,Shipped,2024-09-27,2022-05-30,,Returned
US-7177058f,Shipped,2024-01-01,2021-10-01,,Returned
US-d5d0bc30,Returned,2022-12-26,2023-05-22,,Not Returned
CA-782eeed4,Shipped,2020-08-19,2020-04-18,,Returned
CA-15d21634,Returned,2020-09-07,2022-12-05,,Not Returned
UK-a32a68e5,Returned,2020-12-03,2025-03-04,,Returned
CA-54a40ef3,Delivered,2021-01-01,2023-09-16,,Not Returned
US-4a550d9f,Returned,2021-12-31,2021-02-05,,Returned
US-36761a91,Delivered,2020-08-28,2023-06-15,,Returned
US-cbbbc66d,In Transit,2022-12-31,2022-01-10,,Not Returned
US-8d72bf32,In Transit,2024-09-10,2020-10-27,,Not Returned
US-f38a63df,In Transit,2020-12-12,2024-11-30,,Returned
IN-07498ab9,In Transit,2021-03-29,2023-07-30,,Not Returned
IN-82b20605,Delivered,2022-06-17,2022-01-01,2023-12-10,Returned
CA-58b45252,Returned,2022-06-15,2020-01-06,,Not Returned
AU-ef72d1e1,Delivered,2021-01-14,2023-08-07,,Returned
IN-f4338737,Returned,2021-12-25,2025-01-05,,Not Returned
CA-7206a527,In Transit,2020-10-23,2022-06-20,,Returned
CA-89fa94b0,In Transit,2024-01-12,2024-02-22,,Not Returned
CA-4ec85034,Returned,2022-10-15,2024-02-25,,Not Returned
CA-ddd50f20,Shipped,2020-09-04,2022-11-29,,Returned
CA-96289a96,Returned,2022-08-25,2022-07-01,2024-09-24,Not Returned
US-57816a93,Delivered,2023-11-04,2024-12-04,2021-07-01,Not Returned
US-1db81656,Shipped,2020-10-05,2024-06-28,,Not Returned
US-2154756e,Shipped,2023-01-26,2021-01-11,,Not Returned
UK-98562d10,In Transit,2021-12-24,2020-08-15,,Not Returned
UK-f544467e,Delivered,2024-10-15,2020-11-26,,Returned
UK-86a3eaff,Delivered,2020-07-01,2021-10-18,,Not Returned
UK-a20f742b,Shipped,2023-12-14,2023-03-20,,Returned
UK-58f10a88,Shipped,2025-03-05,2024-06-14,,Not Returned
IN-e0ad1bda,Delivered,2021-02-12,2023-06-19,,Not Returned
IN-b9e794bd,Returned,2021-08-09,2023-05-13,,Not Returned
CA-34e516ae,Delivered,2021-03-06,2020-01-04,,Not Returned
CA-64b1a439,In Transit,2024-07-18,2024-11-09,,Returned
CA-b160c380,Returned,2020-12-10,2023-06-26,,Not Returned
US-2c01f090,Shipped,2021-12-05,2023-06-01,2023-10-04,Not Returned
US-7626a9ff,Delivered,2021-11-26,2023-03-21,,Returned
IN-6543906e,In Transit,2021-09-13,2022-01-23,2021-04-07,Returned
IN-7fdcf534,Delivered,2021-01-20,2021-05-20,,Returned
IN-e992141b,Shipped,2021-07-10,2024-06-04,2025-03-07,Not Returned
CA-50066c23,Shipped,2022-05-22,2024-06-01,,Not Returned
CA-3108537b,Delivered,2021-11-14,2023-12-01,,Not Returned
CA-90c012e6,Returned,2023-10-30,2023-08-22,,Not Returned
IN-5e36d7b4,Shipped,2020-05-05,2024-09-30,,Returned
IN-9baa8d0d,Delivered,2024-05-20,2021-04-14,,Not Returned
IN-f8ecffed,Shipped,2022-12-10,2021-10-10,,Not Returned
AU-4fe3162c,In Transit,2024-05-04,2024-11-18,2020-02-29,Returned
AU-7c799254,Returned,2022-08-28,2023-12-24,,Returned
IN-ee35c186,In Transit,2024-09-23,2021-09-03,,Returned
US-ac613be5,Shipped,2024-09-27,2022-01-16,,Not Returned
AU-f70151e8,Delivered,2023-04-11,2023-04-20,,Not Returned
AU-84ca5dcd,In Transit,2022-10-21,2021-05-10,,Returned
AU-b38001bd,Returned,2022-01-31,2021-12-02,,Returned
AU-d960def6,Shipped,2024-09-28,2020-07-19,,Not Returned
US-532b3382,Delivered,2021-07-03,2021-12-10,,Returned
CA-bd7c5f2e,Delivered,2023-07-19,2023-10-07,,Returned
IN-f1c55387,Shipped,2024-12-06,2021-07-24,,Not Returned
IN-50c85696,Returned,2022-02-04,2021-12-13,,Returned
IN-9eff4f6b,Returned,2023-07-08,2021-07-17,,Returned
AU-5308f2a6,Returned,2024-07-24,2023-01-18,,Returned
AU-2457101e,Returned,2022-04-02,2022-02-18,,Returned
UK-039205b8,Returned,2022-08-05,2021-03-14,,Returned
IN-02de2956,Shipped,2024-07-13,2025-01-01,,Not Returned
IN-e85b4ead,In Transit,2022-04-24,2020-05-01,,Returned
IN-59bcf48e,In Transit,2020-01-31,2024-04-21,,Not Returned
UK-7dbcd0ff,Delivered,2024-07-02,2025-03-02,2022-07-19,Returned
UK-3214ce52,Delivered,2022-07-21,2022-11-18,,Not Returned
IN-a7d165f9,Delivered,2024-06-05,2023-03-02,,Not Returned
IN-87bb8951,In Transit,2022-01-10,2021-02-26,2023-10-01,Not Returned
UK-166be4f6,Delivered,2021-12-04,2023-12-13,,Returned
UK-72c77052,Delivered,2022-08-09,2021-09-28,2023-01-27,Not Returned
US-105362ec,Shipped,2020-05-22,2020-08-01,,Not Returned
US-72302a3e,Delivered,2022-07-12,2022-03-26,,Returned
CA-ec315f42,Returned,2024-03-20,2021-03-02,,Returned
AU-339ef726,Delivered,2023-07-18,2020-06-30,,Not Returned
US-dd171130,In Transit,2023-08-11,2024-07-10,,Not Returned
US-2054cc1e,Delivered,2020-12-29,2023-12-24,,Returned
CA-f8cd7c0c,Shipped,2021-08-30,2024-11-12,,Not Returned
CA-45e31f7f,Returned,2020-03-17,2022-11-28,,Not Returned
CA-d86e8670,Delivered,2021-01-02,2020-09-19,,Returned
CA-c38a9684,Returned,2024-02-10,2020-06-07,2023-04-18,Returned
CA-83f73ad1,Returned,2021-12-09,2024-07-01,,Returned
CA-55b8bf72,In Transit,2022-12-07,2020-05-23,,Not Returned
CA-a93306f6,Returned,2022-02-03,2025-02-27,,Not Returned
CA-1f8d8800,Delivered,2023-11-19,2021-08-21,,Returned
CA-3b4dc124,Returned,2021-07-21,2020-09-01,,Returned
CA-db0ea719,In Transit,2021-05-05,2021-09-04,,Not Returned
CA-ef885b99,Shipped,2023-10-09,2022-05-21,,Not Returned
CA-f873dbd9,In Transit,2024-05-17,2024-05-28,,Returned
CA-27fd579b,Shipped,2021-06-11,2021-02-25,,Returned
CA-35e585e9,In Transit,2024-09-30,2025-02-21,,Returned
CA-656d31ce,In Transit,2021-03-24,2024-03-15,2021-07-19,Returned
CA-2ce994cc,In Transit,2024-09-29,2024-11-24,,Not Returned
CA-fbbe4d40,Shipped,2021-10-14,2024-11-08,,Not Returned
CA-cfc3f17d,In Transit,2021-09-01,2020-04-19,,Returned
IN-7e6b750c,Delivered,2021-10-06,2022-06-28,,Not Returned
IN-fe251bde,In Transit,2025-01-11,2021-08-18,,Not Returned
IN-b63deb79,In Transit,2021-02-19,2020-10-20,,Returned
CA-de465924,In Transit,2024-12-16,2021-11-24,,Returned
CA-cc7c8c35,In Transit,2020-04-22,2024-10-28,,Not Returned
CA-04ed6728,Returned,2022-07-29,2022-05-06,,Not Returned
AU-61939696,Shipped,2024-08-12,2022-10-17,,Returned
AU-c37dbe78,Delivered,2021-03-18,2020-07-29,,Returned
AU-ae465248,In Transit,2024-06-18,2021-10-18,,Returned
AU-8053400f,Returned,2022-10-17,2021-10-22,,Returned
AU-88e5f665,Returned,2020-08-16,2024-11-15,,Not Returned
US-7bc16511,In Transit,2020-05-18,2024-12-19,,Not Returned
AU-07e7e954,Delivered,2021-03-31,2025-01-08,,Returned
AU-da072c71,Shipped,2021-05-26,2024-09-26,,Not Returned
AU-b1b303b2,In Transit,2020-07-13,2020-09-12,,Returned
IN-7175d67f,In Transit,2021-01-04,2024-03-20,,Returned
US-3dd32534,Shipped,2023-03-18,2024-11-15,,Not Returned
UK-6b52b964,Returned,2023-02-16,2022-12-11,,Returned
UK-acad5df1,In Transit,2022-04-19,2023-11-21,2024-02-04,Not Returned
IN-6c5a53cf,Returned,2022-01-13,2024-10-16,,Not Returned
IN-5f5e0b0d,Delivered,2022-01-31,2022-05-12,2024-12-18,Not Returned
IN-8bf1a261,In Transit,2020-03-13,2023-08-06,,Not Returned
UK-493cb8df,Shipped,2022-01-27,2023-03-12,,Returned
UK-f4b77549,Delivered,2022-11-28,2022-04-19,2020-07-23,Returned
UK-5e5b5db7,In Transit,2024-11-20,2022-01-11,,Not Returned
UK-e92f9cc2,Delivered,2022-01-02,2021-04-26,2024-04-30,Not Returned
UK-a9411531,Returned,2024-01-26,2023-02-10,,Not Returned
IN-411d5a42,Delivered,2025-01-11,2023-06-08,,Returned
IN-942591ed,Shipped,2020-04-14,2020-06-28,,Not Returned
AU-c394ff3b,In Transit,2022-07-15,2020-07-12,,Not Returned
AU-e279049d,Returned,2023-11-17,2022-10-01,,Not Returned
AU-0056c8b4,In Transit,2022-01-23,2021-08-12,,Returned
CA-66092924,Shipped,2024-10-05,2020-02-08,,Returned
IN-8b16f4a9,In Transit,2021-07-25,2021-05-31,,Returned
IN-e2b5ed21,Shipped,2023-09-16,2024-06-23,,Not Returned
IN-33539da8,Returned,2021-04-28,2024-03-24,,Returned
IN-4afce182,Shipped,2022-03-25,2021-07-20,2022-04-19,Not Returned
IN-cba732f4,Returned,2020-08-03,2021-02-20,,Returned
IN-5cead469,Shipped,2021-08-10,2024-10-04,,Not Returned
US-0d5ed42e,Returned,2021-08-30,2024-10-22,,Not Returned
US-231e6fb1,In Transit,2022-04-13,2025-02-02,,Returned
US-e505a8eb,Returned,2020-03-07,2023-02-21,,Returned
AU-32105b3b,Delivered,2022-09-27,2021-09-11,,Returned
IN-c6547e3f,Returned,2021-11-19,2021-09-18,,Not Returned
IN-9499d393,Delivered,2020-02-24,2024-02-17,,Returned
IN-7a0d5ec8,Delivered,2021-04-21,2020-01-29,,Returned
CA-e7acc0bd,Shipped,2020-04-12,2022-01-18,,Not Returned
IN-c9592d11,In Transit,2025-01-09,2024-09-29,,Returned
UK-4c4d73eb,Shipped,2024-04-09,2022-08-09,,Not Returned
IN-33e661a3,Returned,2024-12-17,2022-12-30,,Returned
IN-0d85696e,Delivered,2025-03-05,2022-08-25,,Not Returned
IN-53894fc2,Delivered,2023-12-08,2021-08-04,,Not Returned
AU-69c206a4,In Transit,2022-06-21,2020-07-13,,Not Returned
CA-b6979b7b,In Transit,2021-01-11,2021-09-02,,Returned
CA-0195563e,Delivered,2022-01-26,2022-01-15,,Not Returned
CA-e1fffd7d,Shipped,2020-11-30,2022-02-04,,Not Returned
AU-fdecc5fa,In Transit,2022-03-09,2024-01-08,,Not Returned
AU-d26aee12,Delivered,2022-11-03,2024-02-25,,Returned
UK-869d2d79,In Transit,2022-08-14,2024-04-21,,Returned
UK-a81f4ccd,Shipped,2025-03-13,2022-04-04,,Returned
UK-bddc152d,Delivered,2024-04-02,2022-02-21,,Not Returned
CA-f6a48776,Returned,2022-11-15,2024-02-07,,Returned
US-aa786082,Returned,2021-12-05,2024-01-10,,Returned
US-7d4ce5fb,In Transit,2024-11-07,2023-02-24,,Not Returned
US-ec60c402,Shipped,2021-03-29,2024-11-22,,Returned
IN-12891838,Returned,2024-05-13,2020-09-25,,Returned
IN-1f166c26,Delivered,2022-01-24,2021-04-15,,Returned
US-12577872,In Transit,2023-03-24,2025-02-20,,Returned
US-2a2e3933,Returned,2021-12-11,2023-06-28,,Returned
US-ddeff4e6,Delivered,2020-03-26,2024-08-12,,Not Returned
UK-2f36c0e5,Delivered,2020-03-22,2025-02-14,,Returned
UK-b9931cc3,Returned,2024-07-16,2021-07-18,2020-05-27,Returned
US-455741e5,Shipped,2022-12-18,2024-08-30,,Not Returned
US-0e644e0c,Shipped,2020-02-22,2022-11-05,,Not Returned
CA-8e94795f,Shipped,2021-02-13,2022-02-20,,Returned
CA-8bfec597,In Transit,2024-09-09,2021-04-30,,Returned
CA-a8b3d4e0,Returned,2024-04-15,2025-01-10,,Not Returned
CA-9141bdd1,Delivered,2021-02-10,2020-11-04,,Not Returned
CA-17c6d6b8,Shipped,2022-01-14,2020-09-02,,Returned
US-dfb55825,Delivered,2024-11-11,2022-06-24,,Not Returned
US-13f7ffcc,Returned,2022-06-29,2020-06-24,2022-04-17,Returned
CA-3def2851,Returned,2024-04-04,2021-01-23,,Returned
CA-cfcd91c8,Shipped,2020-10-16,2020-10-09,,Not Returned
CA-47d8d69c,Shipped,2021-06-02,2022-04-11,,Not Returned
CA-a77bab7f,Delivered,2025-03-19,2021-08-21,,Not Returned
CA-48efeea5,In Transit,2021-11-28,2022-09-14,,Not Returned
UK-1110ce5b,Delivered,2021-11-16,2022-12-01,,Not Returned
UK-14a1aa4b,Delivered,2024-09-13,2020-01-24,,Not Returned
US-1122708e,Delivered,2022-07-11,2023-01-25,,Not Returned
US-4e803197,Delivered,2024-01-22,2025-03-12,,Not Returned
US-05331cf0,Returned,2021-07-12,2023-09-16,,Returned
IN-659d9918,Shipped,2023-09-01,2021-03-09,2020-10-18,Not Returned
CA-0455a126,Shipped,2021-03-01,2020-02-18,,Not Returned
CA-f2bf8eb5,Returned,2020-07-15,2024-12-12,,Not Returned
IN-28a997d7,Delivered,2023-07-13,2022-12-04,,Not Returned
CA-8f84a64e,Returned,2024-06-23,2020-04-07,,Returned
CA-47723edd,Shipped,2021-10-28,2021-12-18,,Returned
UK-e4fde896,Delivered,2025-02-08,2024-07-24,,Not Returned
AU-a9fd866b,In Transit,2022-01-09,2023-08-12,,Returned
AU-1f6bcd62,Shipped,2023-06-25,2021-08-17,,Not Returned
CA-f4f20522,Delivered,2020-10-09,2024-11-12,,Not Returned
IN-46511ba5,Delivered,2021-01-10,2023-03-23,,Returned
UK-c20e60ce,Shipped,2020-07-05,2020-06-19,,Returned
UK-5433ed16,Shipped,2020-06-19,2024-11-08,,Returned
CA-8c010492,Returned,2022-03-19,2023-11-18,,Not Returned
UK-d67f4b2a,Shipped,2024-08-02,2020-05-31,2022-11-29,Returned
US-739c2ec9,Returned,2024-06-20,2022-11-09,2024-02-10,Not Returned
US-61a04688,Returned,2022-01-13,2024-11-28,,Not Returned
US-e51718b7,In Transit,2021-05-15,2021-09-28,2021-05-01,Returned
UK-799686cd,Returned,2021-06-24,2021-02-09,,Not Returned
UK-906df1f9,Shipped,2020-02-05,2025-01-28,,Returned
AU-c669828c,Shipped,2023-06-12,2020-10-07,,Not Returned
AU-ab43df1e,Shipped,2022-12-30,2024-03-25,,Not Returned
AU-7a5181e9,Returned,2023-10-21,2021-06-19,,Not Returned
US-2dba1aa5,Delivered,2022-03-17,2023-03-03,,Not Returned
US-a62d104b,Returned,2024-12-28,2023-04-30,,Not Returned
US-9fd6901f,Shipped,2023-05-03,2024-07-04,,Returned
CA-4c8da03b,Returned,2021-05-18,2022-07-02,,Not Returned
CA-2201d65e,Delivered,2024-08-10,2022-10-15,,Not Returned
CA-e69bb4ed,In Transit,2022-06-20,2024-09-16,,Returned
UK-de7e051f,Delivered,2022-12-11,2020-11-23,,Returned
UK-de7a3b0c,Shipped,2021-04-07,2021-08-28,,Not Returned
US-547dd2b3,Returned,2021-02-19,2021-05-29,,Returned
US-e1bda82d,Shipped,2025-02-09,2021-02-26,,Returned
US-7c1dc8e3,In Transit,2025-01-10,2022-07-03,,Not Returned
US-7091de43,Delivered,2020-10-18,2023-08-04,,Returned
US-2bade384,Returned,2020-05-22,2025-02-17,,Returned
AU-29a9d701,Returned,2025-03-04,2022-01-20,,Not Returned
AU-5d0eb848,Returned,2023-09-08,2020-03-30,,Not Returned
AU-0c39ff26,Shipped,2020-04-02,2024-10-06,,Returned
CA-437e87ff,Shipped,2020-05-14,2023-01-03,,Not Returned
CA-8f194d76,Delivered,2023-06-20,2024-05-10,,Not Returned
UK-9940d79f,Delivered,2020-09-26,2021-08-03,,Not Returned
UK-92dea80f,Returned,2023-02-28,2022-12-18,,Not Returned
UK-59ce4dfc,Returned,2023-04-02,2020-07-22,,Not Returned
US-d933f526,Shipped,2024-10-15,2022-04-02,2024-05-27,Not Returned
US-e9329413,In Transit,2021-12-04,2022-07-07,,Not Returned
US-aea11ac3,Delivered,2022-11-27,2020-09-13,,Returned
US-59637f74,In Transit,2020-01-31,2024-04-10,,Returned
US-69b138ff,In Transit,2022-07-12,2024-08-02,,Returned
US-212b3759,In Transit,2022-08-16,2023-12-10,,Returned
IN-97bd87ae,Returned,2021-07-01,2021-01-19,,Returned
IN-69d4026e,In Transit,2024-08-16,2020-11-13,,Returned
IN-394ba50f,Shipped,2021-12-17,2025-03-01,,Returned
US-adb499a4,Returned,2025-01-31,2020-10-03,,Not Returned
US-ba2677a1,In Transit,2022-05-11,2020-08-16,,Not Returned
US-73221819,In Transit,2020-12-09,2024-01-06,,Returned
US-a629c920,Delivered,2021-09-07,2022-12-28,,Not Returned
US-49032684,Shipped,2023-10-17,2020-07-14,,Not Returned
AU-ca67d51e,Returned,2020-04-06,2020-08-06,2022-08-02,Not Returned
IN-15e32e71,In Transit,2020-07-21,2020-10-26,,Not Returned
IN-c7dc88fa,Delivered,2025-01-13,2022-02-05,,Returned
IN-a7025dc6,In Transit,2021-08-08,2022-04-03,,Not Returned
UK-be12d2c7,In Transit,2024-04-01,2025-02-23,,Returned
UK-abcd5976,Returned,2022-02-02,2022-09-08,,Not Returned
IN-c423f059,Delivered,2022-10-16,2022-11-24,,Returned
UK-e0c6881b,Shipped,2024-07-04,2022-12-23,,Returned
IN-5dd509db,Shipped,2023-04-11,2021-10-17,,Not Returned
IN-78cd0005,Delivered,2021-04-23,2023-09-05,2020-01-06,Not Returned
IN-68ce3405,Shipped,2021-09-15,2021-05-20,,Returned
CA-09bbd2e6,Shipped,2023-10-30,2020-06-13,,Not Returned
CA-fb81b64d,Returned,2022-12-24,2021-12-02,2020-01-17,Returned
CA-67d07e5f,Returned,2024-06-08,2024-12-27,2022-07-10,Not Returned
CA-825e1db9,Delivered,2022-07-25,2024-02-15,,Returned
AU-3062b64f,In Transit,2020-08-11,2024-11-25,,Returned
UK-8501174e,Delivered,2020-05-04,2024-11-13,,Not Returned
AU-f1343a7e,Shipped,2023-11-30,2020-06-03,,Returned
AU-5cbaee53,Shipped,2023-09-16,2021-01-27,,Returned
AU-63e4f66e,Shipped,2024-05-22,2025-02-01,,Not Returned
IN-60996296,Delivered,2024-05-09,2020-10-04,,Not Returned
US-37156231,Shipped,2023-08-26,2020-05-11,,Returned
US-bc22c7ae,Shipped,2023-01-20,2024-10-30,,Not Returned
CA-71b29631,Delivered,2023-07-26,2024-11-29,,Returned
IN-393639ed,In Transit,2020-02-29,2023-04-10,,Returned
IN-ee317b35,In Transit,2020-01-19,2022-10-29,,Returned
UK-f7420267,Shipped,2022-06-19,2024-03-03,,Returned
UK-e853a1ac,In Transit,2022-02-18,2022-10-23,,Returned
UK-1cc85d8f,Returned,2025-01-10,2020-02-28,,Returned
UK-5be68c40,Returned,2021-06-06,2020-12-22,,Returned
UK-5384516e,Delivered,2023-09-25,2020-03-09,,Returned
UK-bfbab0d8,Delivered,2020-10-06,2023-06-23,,Not Returned
AU-aa0c0a64,Delivered,2022-12-03,2021-03-01,,Returned
AU-8a9977e8,Delivered,2023-02-23,2021-07-05,,Not Returned
IN-7d3909a0,Returned,2022-04-24,2022-10-10,,Returned
AU-fa3c08a5,Shipped,2023-01-15,2021-08-27,,Returned
CA-e6de8176,In Transit,2021-03-27,2020-03-23,,Not Returned
CA-2e342457,Delivered,2021-01-16,2023-12-03,,Not Returned
US-a238bd99,In Transit,2021-02-26,2024-11-27,,Returned
US-4a3bd875,Shipped,2020-08-22,2024-11-06,,Returned
US-871d5535,In Transit,2020-06-01,2021-07-20,,Returned
AU-319a7847,Delivered,2023-08-03,2020-02-01,,Returned
AU-ef8b9dc5,Delivered,2023-02-27,2021-02-26,2025-03-12,Not Returned
AU-f9616815,Shipped,2022-09-22,2022-01-13,,Not Returned
CA-fa838d86,Returned,2022-12-18,2023-03-26,,Returned
CA-b10207b4,Returned,2020-08-18,2020-10-17,,Returned
CA-003f320e,Delivered,2023-08-13,2023-02-10,,Returned
IN-25c5234a,Delivered,2023-10-04,2020-06-14,,Not Returned
IN-b23a76a9,Delivered,2021-08-24,2024-11-06,,Not Returned
UK-ec54bdad,Delivered,2021-10-22,2021-03-13,,Not Returned
UK-9ee298f4,In Transit,2020-04-20,2024-09-12,,Not Returned
CA-1d7ce5c7,Returned,2021-04-04,2020-01-22,,Returned
CA-9cdf8009,Returned,2024-08-26,2023-04-25,,Returned
UK-98953dbf,Shipped,2020-07-13,2023-06-26,,Returned
UK-3bfb6b12,Returned,2020-09-13,2022-06-24,,Returned
UK-779f1508,Returned,2023-04-25,2022-07-30,,Returned
US-0e7a8d4f,Returned,2024-09-22,2021-06-28,,Returned
US-f9f92a68,Returned,2023-09-14,2021-09-16,,Not Returned
CA-b5e073e4,Delivered,2022-08-27,2021-02-24,,Not Returned
AU-b84e7d5e,Shipped,2024-12-11,2023-10-01,2020-01-27,Not Returned
AU-87058cbc,Delivered,2021-04-22,2023-02-14,,Not Returned
AU-37e9cb3a,In Transit,2021-02-07,2021-11-16,,Not Returned
IN-6175fa9d,Returned,2020-07-13,2024-08-04,,Returned
IN-a16aba0f,Delivered,2021-11-09,2024-04-29,,Not Returned
IN-940cb58d,Returned,2023-09-28,2025-01-14,,Returned
IN-6f580841,Delivered,2024-09-19,2024-11-01,2022-10-01,Returned
AU-cd2533d2,Delivered,2025-02-16,2023-01-21,,Returned
AU-663c63ee,Shipped,2025-01-25,2021-12-31,,Returned
AU-9a04f13b,Delivered,2022-06-07,2020-04-06,,Not Returned
IN-afdbd341,In Transit,2024-05-17,2024-06-11,,Returned
IN-bad7cd54,Delivered,2020-12-17,2024-04-25,,Not Returned
IN-4aa7de14,Shipped,2022-06-17,2025-01-28,,Returned
IN-ed5138da,In Transit,2021-02-20,2020-04-24,,Returned
US-dea4443c,Shipped,2022-09-02,2021-06-22,,Not Returned
US-372d5e34,In Transit,2020-06-21,2024-09-17,,Returned
